SK_ID_CURR,TARGET
100001,0.1305414434799269
100005,0.23281624348956623
100013,0.08948363690885792
100028,0.10071495366588229
100038,0.2955994996758641
100042,0.15838684826021832
100057,0.03456575570199403
100065,0.09821082388242225
100066,0.07858805608590022
100067,0.2620998736549213
100074,0.13314882766769184
100090,0.1446352832969007
100091,0.29748841728451986
100092,0.16347602136124814
100106,0.10908650517605778
100107,0.308835420639611
100109,0.15970226456463027
100117,0.08456199094116355
100128,0.22083456152174336
100141,0.12602857218976804
100150,0.11030913330129388
100168,0.05017275350276196
100169,0.17739941715150948
100170,0.36007636476098953
100171,0.1278216413133368
100172,0.2633719568123079
100184,0.22861301004281703
100187,0.11882488468159716
100212,0.09886299533359215
100222,0.14955468097820124
100223,0.09272140384954976
100232,0.04103797320811747
100241,0.21859193382067832
100245,0.10279567899932807
100253,0.12510634936846843
100256,0.2230500688385
100271,0.05512666596252216
100278,0.38762473908003225
100280,0.0652743188281435
100306,0.28833948625107286
100311,0.23963637260240994
100312,0.09434251381688291
100330,0.22757974267009226
100331,0.0704982436409255
100352,0.20641964932325685
100358,0.2237005438508451
100367,0.09745522016112279
100382,0.2171455469883273
100384,0.246514543886097
100385,0.2014209370715964
100386,0.09779252888513715
100399,0.11293862596195337
100404,0.11777769140715358
100416,0.061513708583902565
100422,0.13132894765986097
100426,0.12185702467651435
100438,0.10333163419018045
100444,0.27790711276065
100445,0.20802184493164166
100446,0.21754200027820003
100447,0.09847371949539137
100450,0.22070249066101197
100466,0.05412464504155177
100483,0.06385672996391764
100484,0.08579313275580192
100494,0.15928142242835275
100510,0.33447996776154465
100512,0.08075326438443295
100517,0.10192242346698366
100548,0.08339743108825984
100551,0.1391671262920331
100552,0.2130623560373962
100553,0.08630899252931214
100561,0.3301341295196424
100568,0.4027992616441973
100569,0.046610265409763055
100591,0.15114484743769507
100592,0.11026293960468081
100602,0.1035379488485657
100607,0.19920696353690845
100613,0.14703655639485813
100617,0.20969514987318508
100618,0.17373035943951348
100622,0.16508315550497904
100625,0.1834320534226467
100677,0.23042024181434145
100699,0.12295043491306917
100702,0.4061896079332692
100711,0.11792445506817589
100729,0.2133241790696424
100740,0.24885506962123982
100744,0.20998739154214463
100745,0.19635816039448162
100747,0.20163852299454285
100751,0.41193443040767447
100752,0.1586710525235035
100753,0.3747514209384102
100754,0.3737484892015793
100760,0.08119637718525416
100762,0.21707303503656133
100763,0.10961107101448989
100765,0.07297060797127995
100770,0.2174252909308847
100772,0.0629469308263019
100777,0.0785315506348454
100791,0.09288386812494712
100792,0.044377632823688604
100797,0.10799950689202184
100823,0.1328081511896564
100826,0.10757975310067147
100830,0.16654912225399782
100836,0.2728472527138647
100872,0.155414284466112
100910,0.22007706252812143
100913,0.3028160967647231
100918,0.09697582500864814
100931,0.06941153219394841
100952,0.06664998599416827
100953,0.06847362069606794
100965,0.29823380955249784
100970,0.113797055503647
100982,0.28094978034284324
100983,0.3810652363748619
100984,0.19981314770644357
100987,0.16276974668705235
100997,0.14151528816150793
100998,0.3274902607347817
101002,0.10128071235919052
101005,0.30679939795766753
101008,0.329584407966672
101020,0.10004245667790468
101021,0.1510679576850959
101024,0.1246305718683079
101025,0.27489394625706
101026,0.07669104585148931
101031,0.05653385950760896
101041,0.06966425844098545
101051,0.05639212735363465
101055,0.17626962907909152
101056,0.4316261755698582
101057,0.11875320955474954
101064,0.07281826574779035
101079,0.1953073569748811
101087,0.051703906269111824
101090,0.10788275570732156
101092,0.16383857259744292
101097,0.23645262356105767
101099,0.0679640529374248
101107,0.17335228716098777
